sensor,date,hour,min5,speed,count,occup,direction,group
I-35 NB @ MP 105.7,12/31/16,9,0,77.59222,61,2.047619,1,1t
I-35 NB @ MP 105.7,12/31/16,8,1,74.77273,33,1.2352941,1,1t
I-35 NB @ MP 105.7,12/31/16,7,2,78.10547,32,1.3125,1,1t
I-35 NB @ MP 105.7,12/31/16,6,3,75.679344,23,1,1,1t
I-35 NB @ MP 105.7,12/31/16,5,4,68.01471,17,0.8,1,1t
I-35 NB @ MP 105.7,12/31/16,5,11,69.85577,13,0.8666667,1,1t
I-35 NB @ MP 105.7,12/31/16,4,5,68.24219,16,0.6875,1,1t
I-35 NB @ MP 105.7,12/31/16,3,6,72.5,8,0.4,1,1t
I-35 NB @ MP 105.7,12/31/16,2,7,62.664474,19,1.125,1,1t
I-35 NB @ MP 105.7,12/31/16,1,8,75.85227,22,0.875,1,1t
I-35 NB @ MP 105.7,12/31/16,0,9,71.213234,17,0.6,1,1t
I-35 NB @ MP 105.7,12/31/16,0,10,75.234375,24,0.8125,1,1t
I-35 NB @ MP 105.7,12/31/16,0,4,75.65341,22,1,1,1t
I-35 NB @ MP 105.7,12/31/16,1,10,72.75,10,0.4,1,1t
I-35 NB @ MP 105.7,12/31/16,1,3,77.34375,16,0.8,1,1t
I-35 NB @ MP 105.7,12/31/16,2,2,69.80769,13,0.625,1,1t
I-35 NB @ MP 105.7,12/31/16,3,1,66.25,15,1,1,1t
I-35 NB @ MP 105.7,12/31/16,4,0,70.916664,15,0.73333335,1,1t
I-35 NB @ MP 105.7,12/31/16,6,11,79.18981,27,0.875,1,1t
I-35 NB @ MP 105.7,12/31/16,7,9,84.51613,31,1,1,1t
I-35 NB @ MP 105.7,12/31/16,8,8,81.08696,69,2.047619,1,1t
I-35 NB @ MP 105.7,12/31/16,9,7,80,75,2.3,1,1t
I-35 NB @ MP 105.7,12/31/16,10,9,81.59869,95,2.952381,1,1t
I-35 NB @ MP 105.7,12/31/16,11,8,79.12234,94,2.8095238,1,1t
I-35 NB @ MP 105.7,12/31/16,12,7,80.275,100,2.7916667,1,1t
I-35 NB @ MP 105.7,12/31/16,13,6,80.03906,96,2.6086957,1,1t
I-35 NB @ MP 105.7,12/31/16,14,5,81.640625,88,2.7,1,1t
I-35 NB @ MP 105.7,12/31/16,15,4,79.54605,95,2.5652175,1,1t
I-35 NB @ MP 105.7,12/31/16,16,10,84.18421,95,2.4761906,1,1t
I-35 NB @ MP 105.7,12/31/16,16,3,79.42204,93,2.1923077,1,1t
I-35 NB @ MP 105.7,12/31/16,17,2,82.397835,104,2.5833333,1,1t
I-35 NB @ MP 105.7,12/31/16,18,1,81.242645,85,2.1904762,1,1t
I-35 NB @ MP 105.7,12/31/16,19,0,82.1519,79,2.5238094,1,1t
I-35 NB @ MP 105.7,12/31/16,20,2,77.078804,46,1.4210526,1,1t
I-35 NB @ MP 105.7,12/31/16,21,1,79.29348,46,1.5555556,1,1t
I-35 NB @ MP 105.7,12/31/16,22,0,84.200584,43,1.6,1,1t
I-35 NB @ MP 105.7,12/31/16,22,7,81.07758,29,0.8235294,1,1t
I-35 NB @ MP 105.7,12/31/16,21,8,82.697365,38,1.1764706,1,1t
I-35 NB @ MP 105.7,12/31/16,20,9,80.825,50,1.8666667,1,1t
I-35 NB @ MP 105.7,12/31/16,20,10,83.706894,58,1.7647059,1,1t
I-35 NB @ MP 105.7,12/31/16,0,8,76.54891,23,1,1,1t
I-35 NB @ MP 105.7,12/31/16,1,7,79.125,10,0.4,1,1t
I-35 NB @ MP 105.7,12/31/16,2,6,66.05469,16,1.2,1,1t
I-35 NB @ MP 105.7,12/31/16,3,5,74.453125,8,0.53333336,1,1t
I-35 NB @ MP 105.7,12/31/16,4,4,67.78409,11,0.46666667,1,1t
I-35 NB @ MP 105.7,12/31/16,5,10,68.59375,8,0.4,1,1t
I-35 NB @ MP 105.7,12/31/16,23,8,83.63095,21,0.53333336,1,1t
I-35 NB @ MP 105.7,12/31/16,22,9,80.21381,38,1.4,1,1t
I-35 NB @ MP 105.7,12/31/16,22,10,85.76923,26,0.85714287,1,1t
I-35 NB @ MP 105.7,12/31/16,19,9,81.02823,31,1.4166666,1,1t
I-35 NB @ MP 105.7,12/31/16,19,10,81.78977,66,1.9545455,1,1t
I-35 NB @ MP 105.7,12/31/16,16,0,81.16071,105,2.7391305,1,1t
I-35 NB @ MP 105.7,12/31/16,15,1,81.20942,77,2.090909,1,1t
I-35 NB @ MP 105.7,12/31/16,14,2,76.53509,114,2.8461537,1,1t
I-35 NB @ MP 105.7,12/31/16,13,3,79.45988,81,2.142857,1,1t
I-35 NB @ MP 105.7,12/31/16,12,4,78.67275,89,2.6363637,1,1t
I-35 NB @ MP 105.7,12/31/16,12,11,82.281975,86,2.6842105,1,1t
I-35 NB @ MP 105.7,12/31/16,11,5,74.19643,84,2.65,1,1t
I-35 NB @ MP 105.7,12/31/16,10,6,81.666664,102,2.5,1,1t
I-35 NB @ MP 105.7,12/31/16,9,4,78.66438,73,2.2173913,1,1t
I-35 NB @ MP 105.7,12/31/16,9,11,75.41396,77,2.2272727,1,1t
I-35 NB @ MP 105.7,12/31/16,8,5,84.90566,53,1.7647059,1,1t
I-35 NB @ MP 105.7,12/31/16,7,6,76.5625,30,0.9411765,1,1t
I-35 NB @ MP 105.7,12/31/16,5,3,68.17308,13,0.625,1,1t
I-35 NB @ MP 105.7,12/31/16,6,2,76.02679,14,0.26666668,1,1t
I-35 NB @ MP 105.7,12/31/16,7,1,77.14015,33,1.4375,1,1t
I-35 NB @ MP 105.7,12/31/16,8,0,79.31604,53,1.8,1,1t
I-35 NB @ MP 105.7,12/31/16,10,1,81.049385,81,2.2916667,1,1t
I-35 NB @ MP 105.7,12/31/16,11,0,79.507355,85,2.347826,1,1t
I-35 NB @ MP 105.7,12/31/16,13,11,80.67018,83,2.125,1,1t
I-35 NB @ MP 105.7,12/31/16,14,9,80.11806,90,2.0416667,1,1t
I-35 NB @ MP 105.7,12/31/16,15,8,79.755684,110,2.88,1,1t
I-35 NB @ MP 105.7,12/31/16,16,7,81.90051,98,2.4782608,1,1t
I-35 NB @ MP 105.7,12/31/16,17,6,78.550255,97,2.625,1,1t
I-35 NB @ MP 105.7,12/31/16,18,5,81.695404,87,2.5263157,1,1t
I-35 NB @ MP 105.7,12/31/16,19,4,82.57462,67,1.9047619,1,1t
I-35 NB @ MP 105.7,12/31/16,20,6,80.33654,39,1.2777778,1,1t
I-35 NB @ MP 105.7,12/31/16,21,5,80.354164,30,0.93333334,1,1t
I-35 NB @ MP 105.7,12/31/16,22,4,81.27232,28,0.5882353,1,1t
I-35 NB @ MP 105.7,12/31/16,23,10,80.89844,16,0.4,1,1t
I-35 NB @ MP 105.7,12/31/16,23,3,83.31896,29,0.75,1,1t
I-35 NB @ MP 105.7,12/31/16,23,9,80.69444,18,0.5,1,1t
I-35 NB @ MP 105.7,12/31/16,22,11,84.520836,30,0.875,1,1t
I-35 NB @ MP 105.7,12/31/16,20,0,79.97727,55,1.8333334,1,1t
I-35 NB @ MP 105.7,12/31/16,19,11,80.81731,52,1.3,1,1t
I-35 NB @ MP 105.7,12/31/16,17,0,79.159294,113,2.5384614,1,1t
I-35 NB @ MP 105.7,12/31/16,16,1,82.25291,86,2.35,1,1t
I-35 NB @ MP 105.7,12/31/16,15,2,80.37899,94,2.6818182,1,1t
I-35 NB @ MP 105.7,12/31/16,14,3,83.4543,93,2.4347825,1,1t
I-35 NB @ MP 105.7,12/31/16,14,10,83.11905,105,2.2692308,1,1t
I-35 NB @ MP 107.8,12/31/16,15,6,73.96658,101,2.5454545,1,1t
I-35 NB @ MP 107.8,12/31/16,13,8,78.795105,97,2.590909,1,1t
I-35 NB @ MP 107.8,12/31/16,13,11,71.64948,97,2.3333333,1,1t
I-35 NB @ MP 107.8,12/31/16,12,9,74.98189,138,3.24,1,1t
I-35 NB @ MP 107.8,12/31/16,9,9,66.72839,81,2.2173913,1,1t
I-35 NB @ MP 107.8,12/31/16,6,0,62.215908,11,0.33333334,1,1t
I-35 NB @ MP 107.8,12/31/16,5,10,65.09615,13,0.4,1,1t
I-35 NB @ MP 107.8,12/31/16,5,1,67.25,10,0.46666667,1,1t
I-35 NB @ MP 107.8,12/31/16,4,2,56.484375,8,0.6,1,1t
I-35 NB @ MP 107.8,12/31/16,3,3,62.1875,8,0.46666667,1,1t
I-35 NB @ MP 107.8,12/31/16,2,4,65.625,18,0.9375,1,1t
I-35 NB @ MP 107.8,12/31/16,1,5,65.90909,11,0.46666667,1,1t
I-35 NB @ MP 107.8,12/31/16,0,6,66.7,25,1,1,1t
I-35 NB @ MP 107.8,12/31/16,12,8,72.6131,105,2.4347825,1,1t
I-35 NB @ MP 107.8,12/31/16,13,10,69.47656,80,2.2222223,1,1t
I-35 NB @ MP 107.8,12/31/16,13,7,71.60354,99,2.5652175,1,1t
I-35 NB @ MP 107.8,12/31/16,14,6,73.33546,98,2.04,1,1t
I-35 NB @ MP 107.8,12/31/16,15,5,71.64651,93,2.4761906,1,1t
I-35 NB @ MP 107.8,12/31/16,18,4,72.82774,82,2.1,1,1t
I-35 NB @ MP 107.8,12/31/16,19,3,73.730156,63,1.4,1,1t
I-35 NB @ MP 107.8,12/31/16,20,5,75.30488,41,1,1,1t
I-35 NB @ MP 107.8,12/31/16,21,4,68.7936,43,1.2222222,1,1t
I-35 NB @ MP 107.8,12/31/16,22,3,76.75,25,0.7647059,1,1t
I-35 NB @ MP 107.8,12/31/16,23,11,72.47024,21,0.46666667,1,1t
I-35 NB @ MP 107.8,12/31/16,23,2,67.97414,29,0.8666667,1,1t
I-35 NB @ MP 107.8,12/31/16,0,9,69.583336,21,0.8,1,1t
I-35 NB @ MP 107.8,12/31/16,3,7,58.203125,8,0.5,1,1t
I-35 NB @ MP 107.8,12/31/16,2,8,61.275,25,1.0625,1,1t
I-35 NB @ MP 107.8,12/31/16,2,11,57.698864,22,0.93333334,1,1t
I-35 NB @ MP 107.8,12/31/16,1,9,68.97059,17,0.5625,1,1t
I-35 NB @ MP 107.8,12/31/16,16,4,69.41875,100,2.909091,1,1t
I-35 NB @ MP 107.8,12/31/16,17,3,73.79375,100,2.32,1,1t
I-35 NB @ MP 107.8,12/31/16,18,11,70.39474,57,1.5555556,1,1t
I-35 NB @ MP 107.8,12/31/16,5,3,62.109375,16,1.0625,1,1t
I-35 NB @ MP 107.8,12/31/16,4,4,61.286766,17,1.0666667,1,1t
I-35 NB @ MP 107.8,12/31/16,3,5,64.21875,4,0.06666667,1,1t
I-35 NB @ MP 107.8,12/31/16,2,6,62.1875,18,1.2,1,1t
I-35 NB @ MP 107.8,12/31/16,1,7,68.19853,17,0.5,1,1t
I-35 NB @ MP 107.8,12/31/16,0,8,65.53977,22,0.8666667,1,1t
I-35 NB @ MP 107.8,12/31/16,0,11,70.15625,24,0.9375,1,1t
I-35 NB @ MP 107.8,12/31/16,18,2,75.00762,82,2.35,1,1t
I-35 NB @ MP 107.8,12/31/16,19,1,71.31329,79,2.047619,1,1t
I-35 NB @ MP 107.8,12/31/16,11,3,71.91288,99,2.590909,1,1t
I-35 NB @ MP 107.8,12/31/16,10,4,70.557434,74,2.5263157,1,1t
I-35 NB @ MP 107.8,12/31/16,23,10,70.27344,16,0.26666668,1,1t
I-35 NB @ MP 107.8,12/31/16,23,1,70.52734,32,0.9375,1,1t
I-35 NB @ MP 107.8,12/31/16,9,2,73.35145,69,1.6818181,1,1t
I-35 NB @ MP 107.8,12/31/16,9,11,74.60029,86,2.3809524,1,1t
I-35 NB @ MP 107.8,12/31/16,8,3,69.18033,61,2.0555556,1,1t
I-35 NB @ MP 107.8,12/31/16,7,4,68.91892,37,1.1764706,1,1t
I-35 NB @ MP 107.8,12/31/16,6,5,73.72159,22,0.5882353,1,1t
I-35 NB @ MP 107.8,12/31/16,22,10,70.291664,30,0.88235295,1,1t
I-35 NB @ MP 107.8,12/31/16,23,4,72.5,15,0.26666668,1,1t
I-35 NB @ MP 107.8,12/31/16,22,5,75.37946,28,0.8125,1,1t
I-35 NB @ MP 107.8,12/31/16,21,6,66.30859,32,0.8666667,1,1t
I-35 NB @ MP 107.8,12/31/16,20,7,71.791664,45,1.3125,1,1t
I-35 NB @ MP 107.8,12/31/16,20,10,77.28723,47,1.1666666,1,1t
I-35 NB @ MP 107.8,12/31/16,19,5,75.201614,62,1.7222222,1,1t
I-35 NB @ MP 107.8,12/31/16,18,6,76.29261,88,2.2272727,1,1t
I-35 NB @ MP 107.8,12/31/16,5,6,64.72656,32,1.5,1,1t
I-35 NB @ MP 107.8,12/31/16,4,7,56.84375,20,1.4,1,1t
I-35 NB @ MP 107.8,12/31/16,17,7,74.52474,96,2.3913043,1,1t
I-35 NB @ MP 107.8,12/31/16,17,10,71.6523,87,2.3181818,1,1t
I-35 NB @ MP 107.8,12/31/16,16,8,74.80811,114,2.9545455,1,1t
I-35 NB @ MP 107.8,12/31/16,15,9,71.897934,109,2.8636363,1,1t
I-35 NB @ MP 107.8,12/31/16,12,0,71.21936,102,2.3846154,1,1t
I-35 NB @ MP 107.8,12/31/16,11,1,76.33427,89,2.3333333,1,1t
I-35 NB @ MP 107.8,12/31/16,6,2,65.19531,16,0.33333334,1,1t
I-35 NB @ MP 107.8,12/31/16,4,10,62.5,17,0.93333334,1,1t
I-35 NB @ MP 107.8,12/31/16,3,8,55.833332,6,0.33333334,1,1t
I-35 NB @ MP 107.8,12/31/16,12,11,73.18614,92,2.0833333,1,1t
I-35 NB @ MP 107.8,12/31/16,7,10,65.90774,42,1.2352941,1,1t
I-35 NB @ MP 107.8,12/31/16,7,1,73.03819,36,1,1,1t
I-35 NB @ MP 107.8,12/31/16,17,6,72.78804,115,2.5384614,1,1t
I-35 NB @ MP 107.8,12/31/16,18,5,75.45395,95,2,1,1t
I-35 NB @ MP 107.8,12/31/16,19,4,71.931816,66,1.6521739,1,1t
I-35 NB @ MP 107.8,12/31/16,20,6,77.52841,44,1.2222222,1,1t
I-35 NB @ MP 107.8,12/31/16,21,5,71.0304,37,0.94736844,1,1t
I-35 NB @ MP 107.8,12/31/16,22,4,70.60662,34,0.8888889,1,1t
I-35 NB @ MP 107.8,12/31/16,23,3,75.23214,35,0.8888889,1,1t
I-35 NB @ MP 107.8,12/31/16,1,8,68.125,22,1,1,1t
I-35 NB @ MP 107.8,12/31/16,8,0,67.1274,52,1.5789474,1,1t
I-35 NB @ MP 107.8,12/31/16,10,1,64.44368,91,2.6666667,1,1t
I-35 NB @ MP 107.8,12/31/16,14,7,73.63032,94,2.25,1,1t
I-35 NB @ MP 107.8,12/31/16,2,10,63.75,13,0.6,1,1t
I-35 NB @ MP 107.8,12/31/16,2,7,57.10648,27,1.4375,1,1t
I-35 NB @ MP 107.8,12/31/16,3,6,59.335938,16,1,1,1t
I-35 NB @ MP 107.8,12/31/16,4,5,61.416668,15,0.46666667,1,1t
I-35 NB @ MP 107.8,12/31/16,5,4,58.177082,12,0.46666667,1,1t
I-35 NB @ MP 107.8,12/31/16,6,3,69.73558,26,1.0666667,1,1t
I-35 NB @ MP 107.8,12/31/16,7,11,62.51736,36,1.117647,1,1t
I-35 NB @ MP 107.8,12/31/16,7,2,64.09091,33,1.5,1,1t
I-35 NB @ MP 107.8,12/31/16,8,1,68.854164,42,1.4705882,1,1t
I-35 NB @ MP 107.8,12/31/16,9,0,76.39965,71,2.2,1,1t
I-35 NB @ MP 107.8,12/31/16,2,9,61.009617,13,0.5625,1,1t
I-35 NB @ MP 107.8,12/31/16,0,5,69.354836,31,1.3333334,1,1t
I-35 NB @ MP 107.8,12/31/16,1,4,62.738094,21,1.0625,1,1t
I-35 NB @ MP 107.8,12/31/16,2,3,61.041668,18,0.8,1,1t
I-35 NB @ MP 107.8,12/31/16,3,11,68.583336,15,0.6,1,1t
I-35 NB @ MP 107.8,12/31/16,3,2,61.25,27,1.6875,1,1t
I-35 NB @ MP 107.8,12/31/16,0,1,69.0625,22,0.53333336,1,1t
I-35 NB @ MP 107.8,12/31/16,1,0,62.005207,24,1.4,1,1t
I-35 NB @ MP 107.8,12/31/16,4,9,51.923077,13,0.46666667,1,1t
I-35 NB @ MP 107.8,12/31/16,5,8,69.875,10,0.21428572,1,1t
I-35 NB @ MP 107.8,12/31/16,6,10,73.68304,28,1.0555556,1,1t
I-35 NB @ MP 107.8,12/31/16,6,7,69.173386,31,0.9375,1,1t
I-35 NB @ MP 107.8,12/31/16,7,6,73.95,25,0.75,1,1t
I-35 NB @ MP 107.8,12/31/16,8,5,74.98864,55,1.6842105,1,1t
I-35 NB @ MP 107.8,12/31/16,9,4,70.078125,80,2.631579,1,1t
I-35 NB @ MP 107.8,12/31/16,10,6,74.11875,100,2.16,1,1t
I-35 NB @ MP 107.8,12/31/16,11,5,67.001144,109,2.9166667,1,1t
I-35 NB @ MP 107.8,12/31/16,12,4,69.709595,99,2.5454545,1,1t
I-35 NB @ MP 107.8,12/31/16,13,3,74.96044,79,2.235294,1,1t
I-35 NB @ MP 107.8,12/31/16,14,11,74.43299,97,2.173913,1,1t
I-35 NB @ MP 107.8,12/31/16,14,2,73.229164,126,3,1,1t
I-35 NB @ MP 107.8,12/31/16,15,1,72.93899,84,2.1818182,1,1t
I-35 NB @ MP 107.8,12/31/16,16,0,75.38043,92,2.0869565,1,1t
I-35 NB @ MP 107.8,12/31/16,19,9,74.84375,32,1.8181819,1,1t
I-35 NB @ MP 107.8,12/31/16,22,9,73.07566,38,1.1578947,1,1t
I-35 NB @ MP 107.8,12/31/16,23,8,68.58696,23,0.4,1,1t
I-35 NB @ MP 107.8,12/31/16,21,8,68.98256,43,1.4375,1,1t
I-35 NB @ MP 107.8,12/31/16,20,9,74.583336,45,1.3125,1,1t
I-35 NB @ MP 107.8,12/31/16,10,11,74.14414,111,2.72,1,1t
I-35 NB @ MP 107.8,12/31/16,10,2,71.76724,87,2,1,1t
I-35 NB @ MP 107.8,12/31/16,23,0,72.75862,29,0.7777778,1,1t
I-35 NB @ MP 107.8,12/31/16,22,1,73.80859,32,1,1,1t
I-35 NB @ MP 107.8,12/31/16,21,2,74.19643,42,1.1666666,1,1t
I-35 NB @ MP 107.8,12/31/16,21,11,71.08871,31,0.8,1,1t
I-35 NB @ MP 107.8,12/31/16,20,3,72.606705,41,1.0555556,1,1t
I-35 NB @ MP 107.8,12/31/16,10,10,74.46429,105,2.6666667,1,1t
I-35 NB @ MP 107.8,12/31/16,11,0,68.35488,87,2.125,1,1t
I-35 NB @ MP 107.8,12/31/16,14,9,70.21941,94,2.1666667,1,1t
I-35 NB @ MP 107.8,12/31/16,15,11,72.10227,88,2.4,1,1t
I-35 NB @ MP 107.8,12/31/16,15,8,72.0119,105,2.7619047,1,1t
I-35 NB @ MP 107.8,12/31/16,23,5,71.770836,24,0.4375,1,1t
I-35 NB @ MP 107.8,12/31/16,22,6,71.336205,29,0.75,1,1t
I-35 NB @ MP 107.8,12/31/16,21,7,74.24745,49,1.35,1,1t
I-35 NB @ MP 107.8,12/31/16,20,8,81.190475,42,1.1875,1,1t
I-35 NB @ MP 107.8,12/31/16,20,11,73.125,57,1.3809524,1,1t
I-35 NB @ MP 107.8,12/31/16,19,6,75.836395,68,1.65,1,1t
I-35 NB @ MP 107.8,12/31/16,18,7,73.55469,80,2.3888888,1,1t
I-35 NB @ MP 107.8,12/31/16,17,8,74.8489,91,2.7,1,1t
I-35 NB @ MP 107.8,12/31/16,17,11,67.82895,76,2.2777777,1,1t
I-35 NB @ MP 107.8,12/31/16,16,9,74.62719,57,1.7058823,1,1t
I-35 NB @ MP 107.8,12/31/16,13,0,72.45346,94,2.2857144,1,1t
I-35 NB @ MP 107.8,12/31/16,12,10,73.06771,120,2.4814816,1,1t
I-35 NB @ MP 107.8,12/31/16,12,1,74.273254,86,2.45,1,1t
I-35 NB @ MP 107.8,12/31/16,11,2,73.02835,97,2.3913043,1,1t
I-35 NB @ MP 107.8,12/31/16,10,3,72.62633,94,2.5238094,1,1t
I-35 NB @ MP 107.8,12/31/16,9,10,69.838486,89,2.8,1,1t
I-35 NB @ MP 107.8,12/31/16,9,1,65.99826,72,2.1904762,1,1t
I-35 NB @ MP 107.8,12/31/16,8,2,70.406975,43,1.2352941,1,1t
I-35 NB @ MP 107.8,12/31/16,7,3,74.64527,37,1.0526316,1,1t
I-35 NB @ MP 107.8,12/31/16,6,4,66.77885,13,0.46666667,1,1t
I-35 NB @ MP 107.8,12/31/16,16,7,73.25595,105,2.5714285,1,1t
I-35 NB @ MP 107.8,12/31/16,4,1,62.083332,6,0.53333336,1,1t
I-35 NB @ MP 107.8,12/31/16,5,0,60.65972,18,1,1,1t
I-35 NB @ MP 107.8,12/31/16,5,5,61.90972,18,0.8,1,1t
I-35 NB @ MP 107.8,12/31/16,4,6,57.421875,16,0.625,1,1t
I-35 NB @ MP 107.8,12/31/16,8,9,72.39942,87,2.2608695,1,1t
I-35 NB @ MP 107.8,12/31/16,9,8,73.35714,105,2.9545455,1,1t
I-35 NB @ MP 107.8,12/31/16,11,9,72.95045,111,2.64,1,1t
I-35 NB @ MP 107.8,12/31/16,23,6,69.77273,22,0.5294118,1,1t
I-35 NB @ MP 107.8,12/31/16,22,7,75.47414,29,0.73333335,1,1t
I-35 NB @ MP 107.8,12/31/16,0,0,61.48148,27,1.125,1,1t
I-35 NB @ MP 107.8,12/31/16,3,9,59.338234,17,1.0588236,1,1t
I-35 NB @ MP 107.8,12/31/16,4,11,62.32143,14,0.6,1,1t
I-35 NB @ MP 107.8,12/31/16,4,8,50.714287,7,0.33333334,1,1t
I-35 NB @ MP 107.8,12/31/16,5,7,62.045456,22,1,1,1t
I-35 NB @ MP 107.8,12/31/16,6,6,70.895836,30,1.0666667,1,1t
I-35 NB @ MP 107.8,12/31/16,7,5,70.569855,34,0.9411765,1,1t
I-35 NB @ MP 107.8,12/31/16,8,4,68.88021,48,1.1666666,1,1t
I-35 NB @ MP 107.8,12/31/16,9,3,69.670135,72,2.2631578,1,1t
I-35 NB @ MP 107.8,12/31/16,10,5,74.825,100,2.6818182,1,1t
I-35 NB @ MP 107.8,12/31/16,17,5,73.39474,95,2.4,1,1t
I-35 NB @ MP 107.8,12/31/16,16,6,75.00625,100,2.2727273,1,1t
I-35 NB @ MP 107.8,12/31/16,15,7,72.164474,95,2.55,1,1t
I-35 NB @ MP 107.8,12/31/16,15,10,73.22304,102,2.6363637,1,1t
I-35 NB @ MP 107.8,12/31/16,14,8,75.58929,105,2.5384614,1,1t
I-35 NB @ MP 107.8,12/31/16,13,9,71.68505,102,2.6666667,1,1t
I-35 NB @ MP 107.8,12/31/16,10,0,72.405914,93,2.7142856,1,1t
I-35 NB @ MP 107.8,12/31/16,7,0,75.5625,20,0.53333336,1,1t
I-35 NB @ MP 107.8,12/31/16,6,1,66.57895,19,0.53333336,1,1t
I-35 NB @ MP 107.8,12/31/16,5,2,68,10,0.4,1,1t
I-35 NB @ MP 107.8,12/31/16,5,11,71.28906,16,1,1,1t
I-35 NB @ MP 107.8,12/31/16,4,3,53.942307,13,0.13333334,1,1t
I-35 NB @ MP 107.8,12/31/16,3,4,62.430557,18,1.1333333,1,1t
I-35 NB @ MP 107.8,12/31/16,2,5,63.61607,14,0.8,1,1t
I-35 NB @ MP 107.8,12/31/16,1,6,67.21591,11,0.26666668,1,1t
I-35 NB @ MP 107.8,12/31/16,0,7,68.81696,28,1,1,1t
I-35 NB @ MP 107.8,12/31/16,0,10,72.73026,19,0.5625,1,1t
I-35 NB @ MP 107.8,12/31/16,19,7,66.423615,36,1.7,1,1t
I-35 NB @ MP 107.8,12/31/16,19,10,75.98684,57,1.65,1,1t
I-35 NB @ MP 107.8,12/31/16,18,8,70.40124,81,2.2105262,1,1t
I-35 NB @ MP 107.8,12/31/16,17,9,72.37864,103,2.4782608,1,1t
I-35 NB @ MP 107.8,12/31/16,14,0,71.835526,95,2.2857144,1,1t
I-35 NB @ MP 107.8,12/31/16,13,1,73.71287,101,2.6818182,1,1t
I-35 NB @ MP 107.8,12/31/16,12,2,72.61752,117,2.5833333,1,1t
I-35 NB @ MP 107.8,12/31/16,11,4,76.6886,114,2.8695652,1,1t
I-35 NB @ MP 107.8,12/31/16,12,3,73.16919,99,2.5714285,1,1t
I-35 NB @ MP 107.8,12/31/16,13,2,74.72087,103,2.6363637,1,1t
I-35 NB @ MP 107.8,12/31/16,14,1,74.87981,104,2.590909,1,1t
I-35 NB @ MP 107.8,12/31/16,14,10,72.40909,110,2.8095238,1,1t
I-35 NB @ MP 107.8,12/31/16,15,0,67.78622,107,3,1,1t
I-35 NB @ MP 107.8,12/31/16,18,9,77.95886,79,2.3333333,1,1t
I-35 NB @ MP 107.8,12/31/16,19,11,72.5,55,1.75,1,1t
I-35 NB @ MP 107.8,12/31/16,19,8,73.05289,26,1.8571428,1,1t
I-35 NB @ MP 107.8,12/31/16,21,9,71.111115,36,1.25,1,1t
I-35 NB @ MP 107.8,12/31/16,22,11,74.75446,28,1,1,1t
I-35 NB @ MP 107.8,12/31/16,22,8,78.579544,33,1.0588236,1,1t
I-35 NB @ MP 107.8,12/31/16,23,7,72.520164,31,0.8888889,1,1t
I-35 NB @ MP 107.8,12/31/16,22,2,74.18403,36,0.8333333,1,1t
I-35 NB @ MP 107.8,12/31/16,21,3,76.34309,47,1.2777778,1,1t
I-35 NB @ MP 107.8,12/31/16,20,4,76.01716,51,1.2,1,1t
I-35 NB @ MP 107.8,12/31/16,19,2,74.98397,78,2.5263157,1,1t
I-35 NB @ MP 107.8,12/31/16,18,3,73.23342,98,2.375,1,1t
I-35 NB @ MP 107.8,12/31/16,17,4,72.65944,98,2.4545455,1,1t
I-35 NB @ MP 107.8,12/31/16,16,5,73.85135,111,2.5384614,1,1t
I-35 NB S of US 30,12/31/16,3,2,54.6875,10,0.6,1,1t
I-35 NB S of US 30,12/31/16,17,3,69.01316,95,2.2105262,1,1t
I-35 NB S of US 30,12/31/16,15,10,70.833336,78,1.882353,1,1t
I-35 NB S of US 30,12/31/16,15,7,68.09753,91,2.368421,1,1t
I-35 NB S of US 30,12/31/16,14,3,67.90625,100,2.5714285,1,1t
I-35 NB S of US 30,12/31/16,13,4,71.32706,73,1.882353,1,1t
I-35 NB S of US 30,12/31/16,12,5,65.974266,68,1.7894737,1,1t
I-35 NB S of US 30,12/31/16,12,5,65.974266,68,1.7894737,1,1t
I-35 NB S of US 30,12/31/16,11,6,67.88528,73,2.0555556,1,1t
I-35 NB S of US 30,12/31/16,18,11,67.793564,66,1.6842105,1,1t
I-35 NB S of US 30,12/31/16,10,7,68.83703,79,2.0555556,1,1t
I-35 NB S of US 30,12/31/16,10,7,68.83703,79,2.0555556,1,1t
I-35 NB S of US 30,12/31/16,9,5,65.378525,71,2.2105262,1,1t
I-35 NB S of US 30,12/31/16,18,2,68.50781,80,2.0588236,1,1t
I-35 NB S of US 30,12/31/16,8,6,67.622284,46,1.1875,1,1t
I-35 NB S of US 30,12/31/16,7,7,68.793106,29,0.8666667,1,1t
I-35 NB S of US 30,12/31/16,6,8,66.5,25,1.125,1,1t
I-35 NB S of US 30,12/31/16,6,11,62.235577,26,1.117647,1,1t
I-35 NB S of US 30,12/31/16,5,9,59.107143,7,0.071428575,1,1t
I-35 NB S of US 30,12/31/16,2,0,67.16346,13,0.8666667,1,1t
I-35 NB S of US 30,12/31/16,13,10,71.04968,78,1.8888888,1,1t
I-35 NB S of US 30,12/31/16,12,8,67.60732,99,2.631579,1,1t
I-35 NB S of US 30,12/31/16,16,6,67.9798,99,2.7058823,1,1t
I-35 NB S of US 30,12/31/16,1,10,67.78409,11,0.73333335,1,1t
I-35 NB S of US 30,12/31/16,1,1,65.208336,12,0.6,1,1t
I-35 NB S of US 30,12/31/16,0,2,67.88194,18,0.33333334,1,1t
