sensor,date,hour,min5,speed,count,occup,direction,group
I-35 NB @ E 13th St,12/31/16,18,10,71.80851,47,1.5333333,1,1t
I-35 NB @ E 13th St,12/31/16,18,3,73.0814,43,1.3333334,1,1t
I-35 NB @ E 13th St,12/31/16,19,2,71.359375,40,1.2,1,1t
I-35 NB @ E 13th St,12/31/16,20,4,68.666664,15,0.33333334,1,1t
I-35 NB @ E 13th St,12/31/16,21,10,70.568184,11,0.2,1,1t
I-35 NB @ E 13th St,12/31/16,21,3,74.270836,12,0.4,1,1t
I-35 NB @ E 13th St,12/31/16,22,2,66.458336,6,0.06666667,1,1t
I-35 NB @ E 13th St,12/31/16,23,1,71.98864,11,0.33333334,1,1t
I-35 NB @ E 13th St,12/31/16,12,5,73.11644,73,2.4,1,1t
I-35 NB @ E 13th St,12/31/16,11,6,73.09931,73,2.3333333,1,1t
I-35 NB @ E 13th St,12/31/16,10,7,73.125,74,2,1,1t
I-35 NB @ E 13th St,12/31/16,9,5,72.34649,57,2.0666666,1,1t
I-35 NB @ E 13th St,12/31/16,8,6,73.01136,33,0.8,1,1t
I-35 NB @ E 13th St,12/31/16,7,7,71.958336,15,0.33333334,1,1t
I-35 NB @ E 13th St,12/31/16,6,8,70.27778,9,0.46666667,1,1t
I-35 NB @ E 13th St,12/31/16,5,9,69.82143,7,0.21428572,1,1t
I-35 NB @ E 13th St,12/31/16,4,11,71.51786,7,0.4,1,1t
I-35 NB @ E 13th St,12/31/16,2,0,67.638885,9,0.6,1,1t
I-35 NB @ E 13th St,12/31/16,1,1,66.875,14,0.93333334,1,1t
I-35 NB @ E 13th St,12/31/16,0,2,71.71875,12,0.26666668,1,1t
I-35 NB @ E 13th St,12/31/16,0,0,67.670456,11,0.8,1,1t
I-35 NB @ E 13th St,12/31/16,2,11,70.3125,4,0.2,1,1t
I-35 NB @ E 13th St,12/31/16,3,9,70.75,5,0.33333334,1,1t
I-35 NB @ E 13th St,12/31/16,4,8,68.693184,11,1.0666667,1,1t
I-35 NB @ E 13th St,12/31/16,5,7,72.27941,17,1.3333334,1,1t
I-35 NB @ E 13th St,12/31/16,6,6,70.69444,9,0.33333334,1,1t
I-35 NB @ E 13th St,12/31/16,7,5,70.29762,21,0.73333335,1,1t
I-35 NB @ E 13th St,12/31/16,8,4,73.018295,41,1.2666667,1,1t
I-35 NB @ E 13th St,12/31/16,9,10,71.98465,57,2.2,1,1t
I-35 NB @ E 13th St,12/31/16,9,3,72.044495,59,1.8666667,1,1t
I-35 NB @ E 13th St,12/31/16,10,5,71.3058,56,1.8666667,1,1t
I-35 NB @ E 13th St,12/31/16,11,4,72.526405,71,2.2,1,1t
I-35 NB @ E 13th St,12/31/16,12,10,72.09239,92,3.1333334,1,1t
I-35 NB @ E 13th St,12/31/16,12,3,74.21875,76,2,1,1t
I-35 NB @ E 13th St,12/31/16,13,2,73.74167,75,2.6,1,1t
I-35 NB @ E 13th St,12/31/16,14,1,75.142044,66,1.5333333,1,1t
I-35 NB @ E 13th St,12/31/16,15,0,73.86793,53,1.3333334,1,1t
I-35 NB @ E 13th St,12/31/16,17,11,71.12745,51,1.6,1,1t
I-35 NB @ E 13th St,12/31/16,23,0,67.8125,8,0.2,1,1t
I-35 NB @ E 13th St,12/31/16,22,1,70.257355,17,0.33333334,1,1t
I-35 NB @ E 13th St,12/31/16,21,2,70.798615,18,0.6666667,1,1t
I-35 NB @ E 13th St,12/31/16,20,3,65.24039,26,1,1,1t
I-35 NB @ E 13th St,12/31/16,19,1,70.09191,34,1.2666667,1,1t
I-35 NB @ E 13th St,12/31/16,18,2,71.875,51,1.5333333,1,1t
I-35 NB @ E 13th St,12/31/16,17,3,71.111115,63,1.6,1,1t
I-35 NB @ E 13th St,12/31/16,16,4,71.6291,61,2.0666666,1,1t
I-35 NB @ E 13th St,12/31/16,16,11,72.25,45,1.3333334,1,1t
I-35 NB @ E 13th St,12/31/16,15,5,72.68145,62,1.8,1,1t
I-35 NB @ E 13th St,12/31/16,14,6,73.496376,69,2.5333333,1,1t
I-35 NB @ E 13th St,12/31/16,13,7,73.02817,71,2.3333333,1,1t
I-35 NB @ E 13th St,12/31/16,12,8,72.41898,54,1.8666667,1,1t
I-35 NB @ E 13th St,12/31/16,11,9,72.42958,71,2.4,1,1t
I-35 NB @ E 13th St,12/31/16,11,10,73.10451,61,2.4,1,1t
I-35 NB @ E 13th St,12/31/16,9,8,72.13028,71,2.2,1,1t
I-35 NB @ E 13th St,12/31/16,8,9,73,45,1.4,1,1t
I-35 NB @ E 13th St,12/31/16,8,10,71.83929,70,2.4666667,1,1t
I-35 NB @ E 13th St,12/31/16,5,0,67.625,5,0.2,1,1t
I-35 NB @ E 13th St,12/31/16,4,1,67.03125,4,0.2,1,1t
I-35 NB @ E 13th St,12/31/16,3,2,74.375,12,0.8,1,1t
I-35 NB @ E 13th St,12/31/16,2,3,67.291664,9,0.26666668,1,1t
I-35 NB @ E 13th St,12/31/16,1,4,70,10,0.46666667,1,1t
I-35 NB @ E 13th St,12/31/16,1,11,72.58929,7,0.33333334,1,1t
I-35 NB @ E 13th St,12/31/16,0,5,69.19643,21,1.0666667,1,1t
I-35 NB @ E 13th St,12/31/16,0,4,72.239586,12,0.26666668,1,1t
I-35 NB @ E 13th St,12/31/16,1,10,69.166664,12,0.73333335,1,1t
I-35 NB @ E 13th St,12/31/16,1,3,68.75,5,0.06666667,1,1t
I-35 NB @ E 13th St,12/31/16,2,2,67.1875,4,0.06666667,1,1t
I-35 NB @ E 13th St,12/31/16,3,1,69.10714,7,0.6666667,1,1t
I-35 NB @ E 13th St,12/31/16,4,0,71.171875,8,0.53333336,1,1t
I-35 NB @ E 13th St,12/31/16,6,11,70.06944,18,0.93333334,1,1t
I-35 NB @ E 13th St,12/31/16,7,9,72.65625,20,0.53333336,1,1t
I-35 NB @ E 13th St,12/31/16,8,8,70.90909,44,1.4666667,1,1t
I-35 NB @ E 13th St,12/31/16,9,7,71.858765,77,2.8666666,1,1t
I-35 NB @ E 13th St,12/31/16,10,9,72.024254,67,2.0666666,1,1t
I-35 NB @ E 13th St,12/31/16,11,8,73.32865,89,2.8666666,1,1t
I-35 NB @ E 13th St,12/31/16,12,7,74.184784,69,2.2666667,1,1t
I-35 NB @ E 13th St,12/31/16,13,6,72.47321,70,2.3333333,1,1t
I-35 NB @ E 13th St,12/31/16,14,5,72.73972,73,2.1333334,1,1t
I-35 NB @ E 13th St,12/31/16,15,4,73.46875,60,1.8,1,1t
I-35 NB @ E 13th St,12/31/16,16,10,70.96875,40,1.3333334,1,1t
I-35 NB @ E 13th St,12/31/16,16,3,71.64314,62,1.6,1,1t
I-35 NB @ E 13th St,12/31/16,17,2,69.9,50,1.4666667,1,1t
I-35 NB @ E 13th St,12/31/16,18,1,72.02702,37,1.2666667,1,1t
I-35 NB @ E 13th St,12/31/16,19,0,71.43229,24,0.6,1,1t
I-35 NB @ E 13th St,12/31/16,20,2,70.46429,35,1.2,1,1t
I-35 NB @ E 13th St,12/31/16,21,1,70.69079,19,0.8,1,1t
I-35 NB @ E 13th St,12/31/16,22,0,68.75,7,0.14285715,1,1t
I-35 NB @ E 13th St,12/31/16,0,3,67.760414,12,0.8,1,1t
I-35 NB @ E 13th St,12/31/16,1,2,75.625,6,0.2,1,1t
I-35 NB @ E 13th St,12/31/16,2,1,71.041664,12,0.53333336,1,1t
I-35 NB @ E 13th St,12/31/16,3,0,69.140625,8,1.125,1,1t
I-35 NB @ E 13th St,12/31/16,6,10,69.1875,20,0.46666667,1,1t
I-35 NB @ E 13th St,12/31/16,6,9,71.625,10,0.4,1,1t
I-35 NB @ E 13th St,12/31/16,7,8,72.559525,21,0.53333336,1,1t
I-35 NB @ E 13th St,12/31/16,9,6,72.86539,65,1.8,1,1t
I-35 NB @ E 13th St,12/31/16,10,8,73.85691,76,2.6666667,1,1t
I-35 NB @ E 13th St,12/31/16,11,7,72.42424,66,2,1,1t
I-35 NB @ E 13th St,12/31/16,12,6,73.17164,67,1.5333333,1,1t
I-35 NB @ E 13th St,12/31/16,13,5,74.50231,54,1.6,1,1t
I-35 NB @ E 13th St,12/31/16,14,11,74.75694,54,1.4666667,1,1t
I-35 NB @ E 13th St,12/31/16,14,4,73.63839,56,1.4,1,1t
I-35 NB @ E 13th St,12/31/16,15,3,74.76136,55,1.6666666,1,1t
I-35 NB @ E 13th St,12/31/16,16,2,73.62288,59,1.7333333,1,1t
I-35 NB @ E 13th St,12/31/16,17,1,72.57102,44,1.3333334,1,1t
I-35 NB @ E 13th St,12/31/16,18,0,71.97581,31,0.8666667,1,1t
I-35 NB @ E 13th St,12/31/16,20,1,70.451385,18,0.53333336,1,1t
I-35 NB @ E 13th St,12/31/16,21,0,70.570656,23,0.73333335,1,1t
I-35 NB @ E 13th St,12/31/16,23,8,70.1875,10,0.26666668,1,1t
I-35 NB @ E 13th St,12/31/16,22,9,67.5,10,0.26666668,1,1t
I-35 NB @ E 13th St,12/31/16,22,10,68.854164,12,0.64285713,1,1t
I-35 NB @ E 13th St,12/31/16,19,9,69.791664,9,0.22222222,1,1t
I-35 NB @ E 13th St,12/31/16,19,10,69.22619,21,0.6875,1,1t
I-35 NB @ E 13th St,12/31/16,16,0,73.13596,57,1.6,1,1t
I-35 NB @ E 13th St,12/31/16,15,1,74.22743,72,2.2,1,1t
I-35 NB @ E 13th St,12/31/16,14,2,73.81944,63,1.7333333,1,1t
I-35 NB @ E 13th St,12/31/16,13,3,72.27941,68,2,1,1t
I-35 NB @ E 13th St,12/31/16,12,4,72.98828,64,1.8666667,1,1t
I-35 NB @ E 13th St,12/31/16,12,11,73.24519,78,2.2,1,1t
I-35 NB @ E 13th St,12/31/16,11,5,73.56085,76,2.2,1,1t
I-35 NB @ E 13th St,12/31/16,10,6,73.521126,71,2.2,1,1t
I-35 NB @ E 13th St,12/31/16,9,4,72.23077,65,2.1333334,1,1t
I-35 NB @ E 13th St,12/31/16,9,11,72.99805,64,2.0666666,1,1t
I-35 NB @ E 13th St,12/31/16,8,5,72.08881,38,1.2,1,1t
I-35 NB @ E 13th St,12/31/16,7,6,71.59375,20,0.46666667,1,1t
I-35 NB @ E 13th St,12/31/16,6,7,71.125,15,0.6666667,1,1t
I-35 NB @ E 13th St,12/31/16,5,8,70.15625,12,0.64285713,1,1t
I-35 NB @ E 13th St,12/31/16,4,9,62.1875,4,0.2,1,1t
I-35 NB @ E 13th St,12/31/16,4,10,72.03125,4,0,1,1t
I-35 NB @ E 13th St,12/31/16,1,0,70.546875,8,0.4,1,1t
I-35 NB @ E 13th St,12/31/16,0,1,67.64423,13,0.6666667,1,1t
I-35 NB @ E 13th St,12/31/16,11,11,74.52273,55,1.6,1,1t
I-35 NB @ E 13th St,12/31/16,18,9,72.02586,29,0.8666667,1,1t
I-35 NB @ E 13th St,12/31/16,23,3,68.125,8,0.26666668,1,1t
I-35 NB @ E 13th St,12/31/16,23,10,69.55357,7,0.33333334,1,1t
I-35 NB @ E 13th St,12/31/16,22,4,69.8125,10,0.26666668,1,1t
I-35 NB @ E 13th St,12/31/16,21,5,69.583336,21,0.4,1,1t
I-35 NB @ E 13th St,12/31/16,20,6,73.08594,16,0.33333334,1,1t
I-35 NB @ E 13th St,12/31/16,19,4,70.58468,31,0.8,1,1t
I-35 NB @ E 13th St,12/31/16,23,9,71.666664,3,0,1,1t
I-35 NB @ E 13th St,12/31/16,22,11,69.77679,14,0.26666668,1,1t
I-35 NB @ E 13th St,12/31/16,20,0,68.46591,22,0.8,1,1t
I-35 NB @ E 13th St,12/31/16,19,11,71.770836,24,0.8666667,1,1t
I-35 NB @ E 13th St,12/31/16,17,0,73.984375,72,2,1,1t
I-35 NB @ E 13th St,12/31/16,16,1,73.777176,69,1.8,1,1t
I-35 NB @ E 13th St,12/31/16,15,2,72.41745,53,1.3333334,1,1t
I-35 NB @ E 13th St,12/31/16,14,3,72.67857,77,2.8,1,1t
I-35 NB @ E 13th St,12/31/16,14,10,72.8791,61,1.9333333,1,1t
I-35 NB @ E 13th St,12/31/16,18,5,73.21181,36,0.8,1,1t
I-35 NB @ E 13th St,12/31/16,17,6,72.09239,46,0.93333334,1,1t
I-35 NB @ E 13th St,12/31/16,16,7,74.40909,55,1.5333333,1,1t
I-35 NB @ E 13th St,12/31/16,15,8,73.13859,46,1.5333333,1,1t
I-35 NB @ E 13th St,12/31/16,14,9,72.78935,54,2.1333334,1,1t
I-35 NB @ E 13th St,12/31/16,13,11,73.89008,58,1.5333333,1,1t
I-35 NB @ E 13th St,12/31/16,11,0,72.315704,78,2.2666667,1,1t
I-35 NB @ E 13th St,12/31/16,10,1,73.25658,76,2.4666667,1,1t
I-35 NB @ E 13th St,12/31/16,8,0,69.80114,22,0.73333335,1,1t
I-35 NB @ E 13th St,12/31/16,7,1,71.354164,12,0.33333334,1,1t
I-35 NB @ E 13th St,12/31/16,6,2,71.8125,10,0.33333334,1,1t
I-35 NB @ E 13th St,12/31/16,5,3,70.9375,6,0.13333334,1,1t
I-35 NB @ E 13th St,12/31/16,5,10,66.640625,8,0.2,1,1t
I-35 NB @ E 13th St,12/31/16,4,4,66.25,6,0.33333334,1,1t
I-35 NB @ E 13th St,12/31/16,3,5,72.05357,7,0.6666667,1,1t
I-35 NB @ E 13th St,12/31/16,2,6,69.88636,11,0.73333335,1,1t
I-35 NB @ E 13th St,12/31/16,1,7,65.08929,7,0.46666667,1,1t
I-35 NB @ E 13th St,12/31/16,0,8,72.27679,14,0.4,1,1t
I-35 NB @ E 13th St,12/31/16,13,4,74.0067,56,1.6,1,1t
I-35 NB @ E 13th St,12/31/16,23,2,65.3125,8,0.26666668,1,1t
I-35 NB @ E 13th St,12/31/16,22,3,73.70536,14,0.46666667,1,1t
I-35 NB @ E 13th St,12/31/16,21,4,71.53409,11,0.2,1,1t
I-35 NB @ E 13th St,12/31/16,21,11,67.875,15,0.33333334,1,1t
I-35 NB @ E 13th St,12/31/16,20,5,70.482956,22,0.53333336,1,1t
I-35 NB @ E 13th St,12/31/16,19,3,70.974266,34,1.2,1,1t
I-35 NB @ E 13th St,12/31/16,18,4,72.05529,52,1.6,1,1t
I-35 NB @ E 13th St,12/31/16,18,11,73.47973,37,1.2,1,1t
I-35 NB @ E 13th St,12/31/16,17,5,73.26823,48,1.3333334,1,1t
I-35 NB @ E 13th St,12/31/16,16,6,72.39224,58,2.0666666,1,1t
I-35 NB @ E 13th St,12/31/16,15,7,72.97149,57,1.7333333,1,1t
I-35 NB @ E 13th St,12/31/16,19,8,71.796875,8,0.8,1,1t
I-35 NB @ E 13th St,12/31/16,20,11,69.475,25,0.73333335,1,1t
I-35 NB @ E 13th St,12/31/16,21,9,72.608696,23,0.78571427,1,1t
I-35 NB @ E 13th St,12/31/16,22,8,67.15278,9,0.13333334,1,1t
I-35 NB @ E 13th St,12/31/16,23,7,70.17857,7,0.06666667,1,1t
I-35 NB @ E 13th St,12/31/16,8,7,72.4375,30,0.93333334,1,1t
I-35 NB @ E 13th St,12/31/16,14,8,73.03409,55,1.2666667,1,1t
I-35 NB @ E 13th St,12/31/16,13,9,74.347824,69,2.3333333,1,1t
I-35 NB @ E 13th St,12/31/16,13,10,71.85577,65,2.1333334,1,1t
I-35 NB @ E 13th St,12/31/16,10,0,72.28831,62,2.1333334,1,1t
I-35 NB @ E 13th St,12/31/16,7,0,70.03472,18,0.53333336,1,1t
I-35 NB @ E 13th St,12/31/16,6,1,65.91346,13,0.46666667,1,1t
I-35 NB @ E 13th St,12/31/16,5,2,70.34722,9,0.26666668,1,1t
I-35 NB @ E 13th St,12/31/16,4,3,70.625,4,0.4,1,1t
I-35 NB @ E 13th St,12/31/16,3,4,69.53125,4,0.46666667,1,1t
I-35 NB @ E 13th St,12/31/16,3,11,68.333336,9,0.4,1,1t
I-35 NB @ E 13th St,12/31/16,2,5,66.5,10,0.6,1,1t
I-35 NB @ E 13th St,12/31/16,1,6,68.671875,8,0.46666667,1,1t
I-35 NB @ E 13th St,12/31/16,0,7,70.08929,7,0.46666667,1,1t
I-35 NB @ E 13th St,12/31/16,0,6,68.75,13,0.73333335,1,1t
I-35 NB @ E 13th St,12/31/16,1,5,70.76923,13,0.93333334,1,1t
I-35 NB @ E 13th St,12/31/16,2,4,70.52885,13,0.73333335,1,1t
I-35 NB @ E 13th St,12/31/16,3,10,68.263885,9,0.73333335,1,1t
I-35 NB @ E 13th St,12/31/16,3,3,71.39423,13,1.2,1,1t
I-35 NB @ E 13th St,12/31/16,4,2,67.1875,4,0.26666668,1,1t
I-35 NB @ E 13th St,12/31/16,5,1,71.302086,12,0.8,1,1t
I-35 NB @ E 13th St,12/31/16,6,0,74,5,0.4,1,1t
I-35 NB @ E 13th St,12/31/16,8,11,71.92819,47,1.7333333,1,1t
I-35 NB @ NE 36th St,12/31/16,13,1,83.07692,78,1.3478261,1,1t
I-35 NB @ NE 36th St,12/31/16,4,6,72.1875,6,0.4,1,1t
I-35 NB @ NE 36th St,12/31/16,11,3,78.50142,88,2.0434783,1,1t
I-35 NB @ NE 36th St,12/31/16,11,10,80.02451,102,2.12,1,1t
I-35 NB @ NE 36th St,12/31/16,10,4,79.49405,84,1.75,1,1t
I-35 NB @ NE 36th St,12/31/16,9,2,81.84476,62,1.55,1,1t
I-35 NB @ NE 36th St,12/31/16,8,3,79.46221,43,1.2777778,1,1t
I-35 NB @ NE 36th St,12/31/16,8,10,77.933464,62,1.6363636,1,1t
I-35 NB @ NE 36th St,12/31/16,7,4,84.10714,28,0.8125,1,1t
I-35 NB @ NE 36th St,12/31/16,6,5,73.96739,23,0.7058824,1,1t
I-35 NB @ NE 36th St,12/31/16,5,6,79.82143,7,0.06666667,1,1t
I-35 NB @ NE 36th St,12/31/16,4,7,73.66071,7,0.26666668,1,1t
I-35 NB @ NE 36th St,12/31/16,3,5,66.60714,7,0.26666668,1,1t
I-35 NB @ NE 36th St,12/31/16,4,11,74.90385,13,0.33333334,1,1t
I-35 NB @ NE 36th St,12/31/16,14,6,78.941444,111,2.6363637,1,1t
I-35 NB @ NE 36th St,12/31/16,13,7,81.036934,88,1.9090909,1,1t
I-35 NB @ NE 36th St,12/31/16,6,0,76.92308,13,0.26666668,1,1t
I-35 NB @ NE 36th St,12/31/16,9,10,80.91954,87,2.2272727,1,1t
I-35 NB @ NE 36th St,12/31/16,21,9,81.85185,27,0.5,1,1t
I-35 NB @ NE 36th St,12/31/16,21,10,81.860794,44,1.117647,1,1t
I-35 NB @ NE 36th St,12/31/16,19,8,82.66304,23,2,1,1t
I-35 NB @ NE 36th St,12/31/16,3,7,65.51136,11,0.53333336,1,1t
I-35 NB @ NE 36th St,12/31/16,19,11,78.879715,53,1.4210526,1,1t
I-35 NB @ NE 36th St,12/31/16,4,4,68.020836,12,0.4117647,1,1t
I-35 NB @ NE 36th St,12/31/16,5,3,73.46591,11,0.33333334,1,1t
I-35 NB @ NE 36th St,12/31/16,6,2,75.84821,14,0.4,1,1t
I-35 NB @ NE 36th St,12/31/16,7,1,79.84914,29,0.6666667,1,1t
I-35 NB @ NE 36th St,12/31/16,8,0,76.09914,29,0.8125,1,1t
I-35 NB @ NE 36th St,12/31/16,10,1,78.29215,86,1.9047619,1,1t
I-35 NB @ NE 36th St,12/31/16,11,0,81.89655,87,2.047619,1,1t
I-35 NB @ NE 36th St,12/31/16,14,10,80.95267,103,1.9565217,1,1t
I-35 NB @ NE 36th St,12/31/16,14,9,84.13461,104,1.9583334,1,1t
I-35 NB @ NE 36th St,12/31/16,15,8,80.682396,98,1.9090909,1,1t
I-35 NB @ NE 36th St,12/31/16,16,7,80.18382,68,1.6,1,1t
I-35 NB @ NE 36th St,12/31/16,17,6,79.59722,90,1.8695652,1,1t
I-35 NB @ NE 36th St,12/31/16,18,5,79.35897,78,1.9,1,1t
I-35 NB @ NE 36th St,12/31/16,19,4,80.36526,77,2.0526316,1,1t
I-35 NB @ NE 36th St,12/31/16,20,6,80.991844,46,1,1,1t
I-35 NB @ NE 36th St,12/31/16,16,5,84.943695,111,2.0869565,1,1t
I-35 NB @ NE 36th St,12/31/16,17,11,78.459305,86,2,1,1t
I-35 NB @ NE 36th St,12/31/16,17,4,78.76202,104,2.4761906,1,1t
I-35 NB @ NE 36th St,12/31/16,18,3,83.17204,93,1.8636364,1,1t
I-35 NB @ NE 36th St,12/31/16,19,2,78.26923,78,1.9444444,1,1t
I-35 NB @ NE 36th St,12/31/16,20,11,75.502716,46,1.2352941,1,1t
I-35 NB @ NE 36th St,12/31/16,20,4,82.047874,47,1.3529412,1,1t
I-35 NB @ NE 36th St,12/31/16,21,3,83.52134,41,1,1,1t
I-35 NB @ NE 36th St,12/31/16,22,2,82.4671,38,0.9375,1,1t
I-35 NB @ NE 36th St,12/31/16,23,1,78.65809,34,0.8666667,1,1t
I-35 NB @ NE 36th St,12/31/16,21,5,83.333336,54,1.6666666,1,1t
I-35 NB @ NE 36th St,12/31/16,22,11,81.75347,36,0.875,1,1t
I-35 NB @ NE 36th St,12/31/16,22,4,83.5,30,0.6875,1,1t
I-35 NB @ NE 36th St,12/31/16,23,3,78.23529,34,0.88235295,1,1t
I-35 NB @ NE 36th St,12/31/16,18,9,80.89844,64,1.6315789,1,1t
I-35 NB @ NE 36th St,12/31/16,18,10,78.34239,69,1.75,1,1t
I-35 NB @ NE 36th St,12/31/16,12,8,83.774605,127,2.36,1,1t
I-35 NB @ NE 36th St,12/31/16,11,9,79.6875,76,1.6666666,1,1t
I-35 NB @ NE 36th St,12/31/16,10,11,77.8766,78,1.7391304,1,1t
I-35 NB @ NE 36th St,12/31/16,9,8,73.36719,80,2,1,1t
I-35 NB @ NE 36th St,12/31/16,8,9,81.3961,77,1.5909091,1,1t
I-35 NB @ NE 36th St,12/31/16,7,11,73.79934,38,1.0526316,1,1t
I-35 NB @ NE 36th St,12/31/16,5,0,79.431816,11,0.33333334,1,1t
I-35 NB @ NE 36th St,12/31/16,4,1,73.57143,7,0.33333334,1,1t
I-35 NB @ NE 36th St,12/31/16,3,2,76.49039,13,0.1764706,1,1t
I-35 NB @ NE 36th St,12/31/16,2,3,61.40625,8,0.3125,1,1t
I-35 NB @ NE 36th St,12/31/16,2,10,65.367645,17,0.6,1,1t
I-35 NB @ NE 36th St,12/31/16,1,4,75.8125,10,0.2,1,1t
I-35 NB @ NE 36th St,12/31/16,0,5,74.461205,29,0.8235294,1,1t
I-35 NB @ NE 36th St,12/31/16,15,0,81.59574,94,1.9523809,1,1t
I-35 NB @ NE 36th St,12/31/16,14,1,82.26786,70,1.6818181,1,1t
I-35 NB @ NE 36th St,12/31/16,23,8,83.515625,24,0.625,1,1t
I-35 NB @ NE 36th St,12/31/16,22,9,81.99519,26,0.6666667,1,1t
I-35 NB @ NE 36th St,12/31/16,21,11,82.02586,29,0.75,1,1t
I-35 NB @ NE 36th St,12/31/16,19,9,83.892044,22,0.75,1,1t
I-35 NB @ NE 36th St,12/31/16,18,11,80.28125,80,1.8947369,1,1t
I-35 NB @ NE 36th St,12/31/16,16,0,79.90979,97,2.4,1,1t
I-35 NB @ NE 36th St,12/31/16,15,1,76.32576,99,2.5789473,1,1t
I-35 NB @ NE 36th St,12/31/16,14,2,79.57964,113,2.32,1,1t
I-35 NB @ NE 36th St,12/31/16,13,3,79.35096,104,2.3636363,1,1t
I-35 NB @ NE 36th St,12/31/16,13,10,79.405045,104,2.5789473,1,1t
I-35 NB @ NE 36th St,12/31/16,12,4,78.63971,102,2.0416667,1,1t
I-35 NB @ NE 36th St,12/31/16,11,5,76.237625,101,2.85,1,1t
I-35 NB @ NE 36th St,12/31/16,10,6,80.24351,77,1.6818181,1,1t
I-35 NB @ NE 36th St,12/31/16,9,4,78.78858,81,2.15,1,1t
I-35 NB @ NE 36th St,12/31/16,8,5,75.760414,60,1.6111112,1,1t
I-35 NB @ NE 36th St,12/31/16,7,6,82.52404,26,0.4117647,1,1t
I-35 NB @ NE 36th St,12/31/16,23,4,76.079544,22,0.46666667,1,1t
I-35 NB @ NE 36th St,12/31/16,22,5,82.61574,27,0.5625,1,1t
I-35 NB @ NE 36th St,12/31/16,21,6,81.20192,39,1.2352941,1,1t
I-35 NB @ NE 36th St,12/31/16,20,7,79.14195,59,1.5294118,1,1t
I-35 NB @ NE 36th St,12/31/16,19,5,81.206894,58,1.75,1,1t
I-35 NB @ NE 36th St,12/31/16,18,6,78.91854,89,2.0526316,1,1t
I-35 NB @ NE 36th St,12/31/16,17,7,81.1579,95,2.0454545,1,1t
I-35 NB @ NE 36th St,12/31/16,16,8,80.30523,86,1.7727273,1,1t
I-35 NB @ NE 36th St,12/31/16,15,9,82.90082,92,1.84,1,1t
I-35 NB @ NE 36th St,12/31/16,14,11,79.31882,89,2.05,1,1t
I-35 NB @ NE 36th St,12/31/16,12,0,80.559784,115,2.16,1,1t
I-35 NB @ NE 36th St,12/31/16,11,1,81.04605,95,2.0869565,1,1t
I-35 NB @ NE 36th St,12/31/16,10,2,77.025,75,1.9,1,1t
I-35 NB @ NE 36th St,12/31/16,9,0,77.5504,62,2.0588236,1,1t
I-35 NB @ NE 36th St,12/31/16,6,7,80.70652,23,0.4375,1,1t
I-35 NB @ NE 36th St,12/31/16,5,8,75,10,0.14285715,1,1t
I-35 NB @ NE 36th St,12/31/16,4,9,73.806816,11,0.53333336,1,1t
I-35 NB @ NE 36th St,12/31/16,3,11,67.5,5,0.26666668,1,1t
I-35 NB @ NE 36th St,12/31/16,1,0,76.33929,14,0.53333336,1,1t
I-35 NB @ NE 36th St,12/31/16,0,1,79.25781,32,1,1,1t
I-35 NB @ NE 36th St,12/31/16,13,2,78.54885,87,2,1,1t
I-35 NB @ NE 36th St,12/31/16,12,3,79.27885,104,2.2272727,1,1t
I-35 NB @ NE 36th St,12/31/16,11,4,78.38816,95,2.2272727,1,1t
I-35 NB @ NE 36th St,12/31/16,9,9,76.875,82,2.15,1,1t
I-35 NB @ NE 36th St,12/31/16,8,1,78.82353,51,1.3,1,1t
I-35 NB @ NE 36th St,12/31/16,7,2,79.916664,30,1.1333333,1,1t
I-35 NB @ NE 36th St,12/31/16,6,3,83.125,20,0.4,1,1t
I-35 NB @ NE 36th St,12/31/16,6,10,83.63971,17,0.33333334,1,1t
I-35 NB @ NE 36th St,12/31/16,5,4,69.55729,24,0.93333334,1,1t
I-35 NB @ NE 36th St,12/31/16,4,5,65.90909,11,0.53333336,1,1t
I-35 NB @ NE 36th St,12/31/16,3,6,68.625,10,0.6,1,1t
I-35 NB @ NE 36th St,12/31/16,2,7,62,5,0.13333334,1,1t
I-35 NB @ NE 36th St,12/31/16,1,8,72.58929,7,0.06666667,1,1t
I-35 NB @ NE 36th St,12/31/16,0,9,75.29891,23,0.64705884,1,1t
I-35 NB @ NE 36th St,12/31/16,12,10,81.15169,89,1.7083334,1,1t
I-35 NB @ NE 36th St,12/31/16,12,9,78.75672,93,2.1904762,1,1t
I-35 NB @ NE 36th St,12/31/16,13,8,81.20098,102,2.1904762,1,1t
I-35 NB @ NE 36th St,12/31/16,14,7,79.431816,88,2.1,1,1t
I-35 NB @ NE 36th St,12/31/16,2,8,74.201385,18,0.6,1,1t
I-35 NB @ NE 36th St,12/31/16,1,9,72.867645,17,0.6875,1,1t
I-35 NB @ NE 36th St,12/31/16,17,9,80.2474,96,1.75,1,1t
I-35 NB @ NE 36th St,12/31/16,18,8,77.676056,71,1.75,1,1t
I-35 NB @ NE 36th St,12/31/16,19,7,81.673386,31,0.9230769,1,1t
I-35 NB @ NE 36th St,12/31/16,20,9,79.3125,50,1.5625,1,1t
I-35 NB @ NE 36th St,12/31/16,21,8,80.23897,34,0.8125,1,1t
I-35 NB @ NE 36th St,12/31/16,1,10,79.140625,16,0.73333335,1,1t
